,Words,Vectors
171,disasters,"(-0.035697363, -0.03914174, -0.02085143, -0.04102811, -0.011955367, -0.03505303, 0.01622453, 0.023182666, -0.0084832385, 0.042851496, -0.018555453, -0.0010873649, -0.009486719, 0.035479072, -0.013843402, -0.032144874, -0.034362238, 0.025010439, 0.0141349435, 0.013673118, 0.058000974, -0.020456456, -0.012173798, 0.0055568703, -0.030143019, 0.05344761, 0.018250793, -0.03797808, -0.038763493, -0.00013503991, -0.008856576, 0.02863996, -0.018172951, 0.012333387, -0.0018986989, 0.0199802, -0.03923906, 0.0314635, -0.030285198, 0.0092499675, 0.000820004, 0.01620929, -0.042686664, 0.015726976, -0.016332142, -0.0016157767, 0.0134560075, 0.0064743846, -0.058513798, 0.04358873, 0.028507255, 0.021332603, -0.037739966, 0.020933244, -0.009623354, 0.044523183, -0.006482448, -0.0028427523, -0.00793224, -0.03381778, 0.027943186, 0.012630062, 0.0137061905, -0.009863974, 0.008513803, 0.01879872, -0.032349378, 0.006139861, -0.0139457425, -0.027564716, -0.020304456, -0.03210382, 0.038460366, 0.030004492, -0.0044565657, 0.012454936, -0.014973137, 0.042108446, -0.013968375, 0.019254118, 0.033363022, 0.019672258, -0.033415746, 0.049856815, -0.048023116, 0.027294278, -0.019833623, -0.029240854, -0.04190714, 0.038879726, 0.029276077, -0.018023271, 0.05391817, 0.020603675, 0.052909434, -0.0070441575, 0.006111775, -0.060645062, -0.046880223, 0.04771388)"
172,The,"(0.03503171, 0.00456544, 0.039934877, -0.03216833, -0.01920327, -0.008890163, 0.0111214295, 0.024890635, -0.011278331, 0.0024233833, -0.022215916, 0.017428186, 0.016769085, 0.0023894906, 0.026258219, 0.03108776, -0.020095145, 0.033856343, -0.028477538, 0.03375416, -0.014724113, 0.021087576, -0.018178392, 0.04800116, -0.041671753, 0.008081354, 0.035953287, 0.0015401468, 0.010122526, -0.030100752, -0.0381637, -0.018627249, -0.01373551, -0.022403657, 0.036635783, 0.029335048, 0.02716824, -0.021740818, -0.040549837, -0.0063029155, 0.010172226, -0.015042435, -0.035980653, 0.045241725, 0.01318891, -0.0071974993, -0.03845992, -0.018233705, 0.024881188, 0.012231566, 0.013987925, 0.023340072, 0.029039036, -0.0058276057, 0.033562664, 0.014100704, 0.034985635, -0.026065601, -0.039399493, -0.02829541, 0.040905606, -0.045308053, -0.018125571, -0.0316355, 0.0077550635, 0.0034287088, -0.015829347, -0.0027556196, -0.014199305, -0.016456366, -0.020132363, -0.045130994, 0.016969692, -0.008006621, 0.02660774, -0.011030316, 0.022461716, 0.033976648, 0.03289446, 0.031771194, -0.04489273, 0.016825866, -0.042976737, -0.046995666, 0.031468246, 0.029477809, -0.0117812045, 0.045316588, 0.033344258, -0.020188749, 0.016573157, 0.042947832, 0.004083298, -0.012813915, 0.011903264, -0.009331025, 0.043100897, 0.04829785, -0.0039437637, -0.004756592)"
173,I,"(-0.054698106, -0.008717901, -0.063088365, 0.034055255, -0.02259643, 0.027237019, 0.01923736, -0.007119724, -0.018250192, -0.028224107, 0.012126386, 0.05640894, 0.041707534, 0.045958757, -0.06255372, -0.0052954, -0.02034823, 0.025477663, 0.025977436, 0.020674359, -0.034602668, 0.04062276, 0.013836568, 0.013389065, 0.04286145, 0.030026149, 0.045985773, -0.03318091, -0.02809534, -0.050928935, 0.05085497, -0.040938754, 0.020401705, 0.021809118, 0.049415153, 0.034526408, -0.009015155, 0.02772556, 0.025558414, -0.024658518, -0.035269618, 0.007572021, -0.019533223, -0.0037877867, 0.013724128, -0.060539544, 0.0039887247, 0.05646107, -0.059624992, 0.008704575, 0.04678489, 0.054789748, -0.011030899, 0.024835886, 0.0031323463, 0.012379245, -0.036348075, -0.02231052, 0.030255971, -0.010213017, -0.024827449, 0.02529173, -0.0023608366, -0.020276265, -0.010563782, 0.016030828, -0.015823247, 0.002982963, -0.034494247, -0.040599838, 0.026410343, 0.04917435, 0.023188675, 0.008097512, 0.028958367, 0.05879549, 0.016291542, -0.017077584, -0.04605338, -0.049358882, 0.010791184, -0.030070182, 0.0016487263, -0.028470907, 0.025120975, -0.016451692, -0.038053297, -0.0093212575, -0.016814949, 0.045022774, -0.033111446, 0.0074289474, 0.0032451292, -0.054749724, 0.041397568, -0.036265593, -0.053317692, -0.043491412, -0.023943778, 0.063929886)"
174,24km,"(-0.066522315, 0.036461387, -0.03367869, -0.05805423, 0.03130675, 0.045576945, 0.020734424, 0.053639114, 0.023914948, 0.007705303, 0.028748406, -0.031384017, -0.0027856077, -0.026198035, 0.00044333935, -0.029231403, -0.01124397, -0.060482588, -0.040345553, -0.04210979, 0.033013348, -0.0052068667, 0.00221124, 0.0027702348, 0.016016472, 0.039316617, 0.06291258, 0.040683802, -0.04898206, -0.042241387, -0.0069097616, 0.033049047, -0.053830847, -0.04482905, 0.026662195, -0.062120005, 0.0208441, -0.006768106, -0.03409011, 0.025159962, 0.01429283, 0.047309186, -0.041410964, -0.013924162, -0.063299924, 0.027468355, 0.047916465, 0.04604862, 0.027130222, -0.01820671, 0.035712715, 0.0028011082, -0.023563853, -0.02253413, 0.051075242, 0.039308697, -0.004051055, -0.021631544, -0.01464734, -0.00969503, -0.030386884, -0.036696404, -0.06700173, -0.018796654, -0.04877288, -0.043874964, -0.003121879, -0.031347442, -0.03150288, -0.03822639, -0.018315865, 0.046444714, 0.046787195, -0.04450058, 0.015524307, -0.029258285, 0.049350947, -0.03704559, 0.020021169, -0.027737482, 0.016560098, 0.030160341, 0.04313949, 0.03270131, 0.00023153787, 0.04894545, -0.058094114, 0.016553074, -0.011735928, 0.05881193, 0.004283278, 0.029639795, 0.036872182, 0.032716192, 0.05026978, -0.012077981, -0.051799715, 0.012248758, -0.055931583, 0.014303706)"
175,Tour,"(-0.014260877, -0.049015153, 0.012683701, -0.023596132, 0.005218219, 0.031707715, 0.041799616, -0.0048811324, -0.004706882, -0.0050035827, -0.012804449, -0.020927954, 0.0021981485, -0.004060913, -0.04120506, 0.036603514, -0.04060217, -0.010540806, 0.020036887, -0.009847641, -0.0032305345, -0.029261768, 0.021969806, 0.04546627, 0.014697444, 0.0009074323, -0.046687998, 0.0014243498, -0.006980777, -0.011858035, -0.023868276, 0.016733777, -0.0012169704, -0.018813932, 0.015219998, -0.019992113, 0.0042268857, 0.048526797, -0.016200613, -0.034410764, -0.031710997, 0.0252988, 0.02649552, -0.04480734, -0.04818952, 0.02024204, 0.017424334, -0.039384246, 0.0035429113, 0.01521894, -0.009892918, -0.005024921, 0.04796206, 0.009533204, -0.044777658, -0.004759025, -0.004518427, -0.015802145, 0.008733511, -2.849102e-05, 0.04123726, -0.041152705, -0.033538595, 0.019530725, -0.002990663, 0.03160384, 0.022006605, 0.019522201, -0.006334793, -0.038023554, 0.017941106, -0.017236818, 0.015045378, 0.043897223, -0.032024194, -0.049639165, 0.016951788, -0.046724796, -0.013010573, -0.02702111, -0.00073894113, 0.02840579, -0.018304527, 0.033951152, -0.0150158405, -0.036103893, 0.019058038, 0.00055567175, -0.018817628, -0.035869382, 0.017253403, -0.033631064, 0.029973451, 0.029953483, -0.044895876, 0.017882291, -0.030736102, 7.550791e-05, -0.007624626, -0.015519489)"
176,Emergenza,"(-0.07340207, 0.022042498, -0.031621773, 0.016271422, 0.061396576, 0.036348205, -0.06357026, 0.050342426, 0.0013618008, 0.06615363, -0.00017963102, 0.06859919, 0.03511505, 0.0015880563, -0.035953596, 0.0605247, -0.01719957, -0.027560566, 0.009250376, 0.025410753, 0.022482125, 0.032452643, 0.01583437, 0.008430246, 0.014051806, 0.009335392, 0.04632656, 0.023730593, -0.076081395, -0.06947027, 0.048077222, 0.0050740344, -0.014926071, -0.028059928, 0.07137054, 0.01777783, -0.054746285, -0.039693423, 0.0053110523, -0.03937279, -0.025894606, 0.060114387, 0.009590169, -0.0679422, 0.019001408, -0.009016184, 0.019703425, 0.03052167, -0.053305127, -0.019541545, 0.04464969, 0.07282032, -0.0020232243, -0.045028545, 0.07066886, -0.015647069, -0.04414576, 0.06794007, -0.01040327, 0.011018382, 0.07382107, 0.016588133, -0.032687515, 0.0066604987, -0.03860484, 0.030761018, -0.031200573, -0.05052083, -0.04112466, 0.013010517, -0.03183848, 0.045777828, 0.0056902925, 0.018246926, 0.005842468, -0.011675545, -0.011020421, -0.023233332, -0.005253176, -0.044436608, -0.024599772, 0.009053139, 0.00405652, 0.017198585, -0.060785443, 0.07082084, -0.06839465, 0.0071861786, -0.05975431, 0.03539643, 0.035247162, -0.0024939082, 0.022105053, -0.036550995, 0.04176727, -0.057351824, 0.0013862276, 0.004070565, -0.045105603, -0.010938836)"
177,aunt,"(-0.025156677, -0.046640076, 0.03959204, 0.039219152, -0.019488597, -0.047967445, -0.04659897, -0.027333725, -0.03548062, 0.026770625, 0.04502816, 0.048931394, -0.026988972, -0.019551659, 0.020099346, -0.026791811, -0.008914899, 0.04960284, 0.015558366, -0.019995952, 0.015265498, 0.04545932, -0.017130576, -0.046397377, 0.010283448, 0.004059531, -0.014090538, -0.019957995, -0.025400937, 0.02679379, -0.0062909946, -0.042221762, 0.039170686, -0.014157902, 0.044046942, 0.004384041, -0.011259712, -0.026580608, -0.015422367, 0.016029742, -0.0161013, 0.006785296, 0.01904377, -0.03979068, 0.048884597, 0.008525122, 0.039466474, 0.0488191, 0.009681262, 0.022788856, -0.024114324, -0.016427122, 0.02258822, 0.012292862, -0.022895182, -0.020678282, 0.018922005, 0.027534295, 0.023663078, 0.015726183, 0.021623459, -0.023203004, -0.017091453, -0.015379883, 0.03739089, -0.02701031, -0.004683472, 0.022923697, 0.04852066, 0.016887132, 0.020658184, 0.025689017, 0.014543001, 0.035612438, -0.007872701, 0.025995385, -0.0065899007, -0.0379228, 0.015598167, 0.008280229, 0.008039296, 0.0033841021, -0.02087251, 0.040648643, -0.005426813, 0.003543187, 0.001052238, -0.03990271, 0.0059591644, 0.046931054, -0.03294166, 0.011479866, -0.021280099, 0.047724936, 8.523464e-06, -0.045495737, -0.01642581, -0.024770046, 0.018198643, -0.028389825)"
178,Arizona,"(-0.0012439862, 0.04608934, -0.04804027, -0.043287694, 0.004491985, -0.03883327, 0.043420564, 0.038416196, 0.0015038624, 0.028964076, -0.043700684, -0.027393032, -0.026782466, -0.049608555, -0.043194532, -0.044831004, -0.019034399, 0.03523482, -0.035931148, 0.00581225, -0.020777082, -0.026478207, 0.008342169, 0.03804407, 0.04800501, 0.03479738, 0.01238928, -0.04025986, -0.013103735, -0.008440066, -0.041809894, 0.031683993, 0.040744532, -0.02017578, 0.04788026, -0.0381742, 0.014530215, 0.0012054816, -0.036767222, 0.019267429, 0.04415698, -0.046537112, -0.00027046353, -0.024916876, 0.010486342, 0.04798771, 0.032289732, -0.04599936, 0.035096135, -0.024329877, 0.04586265, 0.043114435, 0.031933967, 0.016628813, 0.0286914, 0.03365043, -0.0044656172, -0.037067614, -0.0046386346, -0.04431305, -0.027162815, 0.034243826, 0.017590296, 0.016053174, -0.001557909, 0.00844381, 0.022581492, 0.025048759, 0.040454295, -0.032072224, -0.0026682727, 0.005334221, -0.028136803, -0.030810906, 0.017884243, 0.005981136, -0.048185337, -0.009707045, 0.046918515, -0.004155148, -0.014667511, -0.03211665, 0.02040987, 0.02738018, 0.021683741, -0.012490701, 0.01589879, 0.013591494, 0.003420759, 0.03696171, 0.0396127, 0.009298801, 0.00057129934, 0.009917308, 0.04517926, 0.0051064864, 0.044772897, -0.020078445, 0.019327749, 0.015275288)"
179,Death,"(-0.05081429, 0.03565251, -0.015473021, 0.027968494, -0.0043716407, -0.014903805, 0.043135908, 0.0064244783, -0.007136385, 0.035507042, 0.0518717, -0.044258203, 0.036114376, 0.034846522, 0.036481228, 0.037910696, -0.03415499, 0.024092656, -0.005397, 0.008842111, -0.025001477, 0.019848244, -0.040466268, 0.022671735, -0.0022864686, -0.028538538, 0.008432717, -0.008904675, -0.055832706, -0.0037468441, 0.045131076, 0.022185696, -0.049294386, -0.031439506, -0.014082713, -0.0021730494, 0.02325189, 0.033710174, -0.014142847, 0.01967069, -0.051078506, 0.043464407, -0.048910365, -0.012043738, -0.05336577, 0.021588158, 0.027455304, -0.0054380912, -0.054055154, 0.041693132, 0.045679532, 0.0323565, 0.0068646907, -0.052335337, 0.046046447, -0.028858842, -0.057443205, -0.022137944, 0.0073099965, -0.027034456, 0.05784229, 0.023492567, 0.034798943, 0.013199256, -0.034955844, 0.03676368, 0.028003242, -0.0010580333, 0.020381209, -0.018169383, 0.01682608, 0.034374636, -0.031150287, -0.012533366, 0.011962387, 0.010110584, -0.0039355485, 0.0032930088, -0.050071362, 0.03711614, -0.046337493, -0.053107042, 0.01491211, 0.004172969, 0.040535882, 0.0008546508, 0.025249604, 0.005463237, 0.030247804, -0.0071997996, 0.05262658, -0.021226333, 0.0010167703, 0.042847354, -0.012408263, 0.008315992, -0.049900815, 0.038070478, -0.003916826, -0.019846166)"
180,El,"(-0.02880372, -0.027197707, -0.046928823, -0.031334806, -0.04473419, 0.027325187, 0.04507376, -0.033522952, -0.0481452, -0.03781402, 0.022621859, -0.019876242, -0.03854493, 0.011141695, -0.005864512, -0.03992077, 0.007893048, 0.018592548, -0.039024163, -0.04377171, 0.008528423, 0.018268537, 0.02274419, -0.043036807, 0.0059632547, -0.011556935, -0.030485464, -0.045531463, 0.021737147, 0.0074239485, -0.027051246, 0.01452836, -0.024515498, 0.029074255, 0.03667586, -0.01937139, -0.045554556, 0.022340704, -0.037956156, -0.04678638, 0.002195835, -0.030752731, 0.024188492, 0.019847121, -0.0130939, 0.03926823, -0.0005444512, -0.015744664, 0.025315177, 0.017519426, 0.04158287, -0.01963532, -0.024166131, 0.04064058, 0.04755808, 0.038291562, 0.020999085, -0.034407757, -0.027985418, -0.041659962, 0.025483955, -0.026495768, -0.037457563, -0.013841309, 0.025240313, -0.03983332, -0.036100756, 0.03250924, 0.009470988, 0.01247244, -0.045304656, -0.010723315, -0.027185773, -0.00057160854, 0.035573456, -0.015058853, -0.038480483, 0.020939771, -0.042385757, -0.041546784, 0.044802416, 0.03891543, 0.043692637, -0.01019188, -0.0070844516, -0.030953502, 0.00089139864, 0.012007259, 0.039917935, 0.007963549, -0.043677498, -0.021700108, 0.0020149834, -0.00905038, 0.043957416, -0.011475313, 0.031178419, -0.007740043, -0.011004496, 0.011827923)"
181,Patanjali,"(0.016888682, 0.020149302, -0.04588609, -0.035436176, -0.03475938, 0.016166877, 0.03687637, 0.04335544, -0.018526472, 0.031239893, 0.032483663, 0.016763214, 0.027880441, -0.037505247, -0.016840518, -0.031767145, -0.013024427, -0.018477105, -0.0011325106, -0.015152536, -0.023909558, -0.03570231, -0.000693094, 0.018148031, -0.029814113, 0.00908966, -0.026725745, 0.009856008, -0.006456971, 0.046521816, -0.015196703, 0.0072200187, -0.034386538, 0.023783613, 0.045441817, 0.030146908, -0.044722464, -0.01076274, 0.036232617, -0.022142781, 0.023206834, 0.01400527, 0.0065318346, 0.01405983, 0.011076532, -0.011184324, -0.027471388, -0.03531889, 0.025234435, 0.026197065, 0.03730234, 0.0072551854, -0.007205166, 0.013982657, -0.02666663, -0.04972584, -0.0027072206, -0.04494747, 0.012832295, -0.030596782, -0.00628642, -0.011324368, -0.03514483, 0.023889314, 0.04947797, 0.031773996, 0.0022399314, -0.027883112, 0.029750656, 0.0017156117, -0.011504363, 0.0037363768, 0.0029595979, -0.037833966, -0.045232143, 0.013488177, -0.029679036, -0.017963577, 0.0482455, 0.024445128, -0.0084560625, -0.029455697, -0.02935878, 0.019933153, -0.016686618, -0.026616955, 0.028069202, 0.003735412, 0.011796486, 0.015768442, 0.011821676, -0.02460823, 0.0021450147, 0.04877169, 0.0014950521, -0.049934972, -0.034919105, -0.0075045004, 0.04187152, 0.042179238)"
182,4114,"(-0.024798397, 0.027662564, -0.016425328, -0.043584727, -0.018071739, 0.03868345, 0.004504891, 0.02892714, -0.014855923, 0.044976227, -0.01861183, 0.021951312, 0.008963534, 0.03151441, -0.0026584698, 0.033129554, -0.039851807, -0.030811498, -0.057155866, -0.00092575385, 0.043122683, 0.028150003, -0.04827188, 0.00015444652, -0.024264023, 0.035152443, -0.029042026, 0.05085155, -0.04188158, 0.0067262948, -0.012658788, -0.03865542, -0.025492381, 0.029292682, 0.045220856, -0.041246217, 0.016374674, 0.028749915, 0.00019543711, -0.025069872, -0.02028465, 0.0071058613, -0.0018146246, 0.009849764, 0.010771641, -0.024600863, 0.020257082, -0.0075172246, -0.051652182, 0.053588744, -0.005827307, 0.049767848, 0.008426947, -0.040656168, 0.05545321, -0.027259372, -0.048772193, 0.05652344, 0.0018784219, -0.042644043, -0.0039041382, -0.058911797, 0.0067737647, -0.032555122, -0.05308687, -0.011620947, -0.05236246, -0.05413207, -0.043064646, -0.017498309, -0.02216193, 0.032380134, -0.0074015674, 0.012499049, -0.04934393, 0.019505108, 0.006484013, 0.025013927, -0.014572754, 0.035027165, -0.051392302, -0.049175587, 0.03601313, 0.004222743, -0.038909275, -0.0087793935, 0.010779638, -0.009936795, 0.012821186, 0.018040717, 0.03211326, 0.03372436, -0.0039647766, 0.031799152, 0.029252127, -0.027475176, -0.00643099, 0.022840926, -0.02970498, -0.0012432276)"
183,49km,"(-0.01625643, -0.004847169, 0.0128870495, 0.03903899, -0.016584396, -0.04865228, -0.020800984, 0.017486636, 0.0025846474, -0.013266087, 0.018048171, -0.046908166, 0.0403401, 0.034381393, -0.022041976, 0.036608938, 0.042869415, 0.036184397, 0.04319633, 0.045928527, -0.016703345, 0.012901496, -0.022270322, 0.023665298, 0.037361477, 0.037552845, 0.002816867, 0.04211719, -0.04748732, -0.015524805, -0.048869338, -0.0026459694, 0.040702473, 0.023772571, -0.024539554, -0.019364476, -0.012423385, -0.028865611, 0.041417766, 0.0057877675, 0.018721055, 0.018513646, -0.0005360134, -0.011691652, -0.0062370896, -0.033530653, 0.023787964, 0.029422034, 0.033437554, -0.048903193, -0.016780328, -0.005587101, -0.04175402, -0.04398811, -0.04877732, 0.043906394, 0.034132186, -0.041914154, 0.04406548, 0.0338766, -0.044002842, -0.03621955, 0.035996247, -0.019405687, 0.040233407, 0.048940588, 0.033182647, 0.043483023, -0.009409834, 0.011582136, 0.038095985, 0.03577054, -0.02002759, 0.032494072, -0.022131538, -0.044819977, 0.020976376, -0.0487968, -0.037175596, 0.021474037, 0.019564394, 0.007522844, 0.01294465, 0.042567853, -0.042609822, -0.010322511, 0.047085214, -0.0060890913, 0.024402272, 0.018930998, -0.013164233, -0.039207995, 0.02308749, 0.014036845, 0.046635557, -0.013898432, 0.015483264, 0.018662583, 0.037590947, 0.01467574)"
184,Alasfar,"(-0.02017573, -0.015784957, 0.0052095167, -0.007806696, -0.035465278, -0.013219692, -0.025879597, -0.0007280819, 0.022519443, 0.037020717, 0.046054903, 0.011983324, 0.048812058, 0.014753584, 0.039862428, 0.019054595, -0.020088065, 0.02542622, -0.001379095, -0.031245375, -0.048004817, -0.036878012, -0.017285168, -0.005983077, 0.014629569, 0.010986734, 0.009054147, 0.01738764, 0.03117926, -0.03222426, -0.019468367, 0.031164993, 0.04930674, -0.039929308, 0.007617723, -0.018571615, -0.04314668, -0.035229873, -0.049990833, 0.015082564, -0.047010805, 0.0035136938, -0.045906164, 0.027303066, -0.026105965, 0.014712635, 0.027955879, -0.02965088, 0.027081836, -0.018301629, -0.03352101, 0.016624238, -0.009297252, 0.03187814, 0.025657747, 0.03458986, -0.027346695, 0.037513677, 0.018464755, -0.01976471, -0.027275134, 0.03071991, -0.024806786, -0.046856117, 0.030173752, 0.038497876, 0.041538443, 0.0033658743, 0.024134446, -0.020148886, -0.005708836, 0.005496431, -0.048803594, -0.020981086, -0.04380983, -0.015541863, 0.020593096, 0.031461146, -0.043300223, -0.015086781, 0.04375987, 0.020562556, -0.0065385103, -0.010870099, -0.04569472, -0.034308303, 0.0059333667, -0.0020704642, -0.0048521534, -0.013133429, -0.033581994, -0.009091567, 0.041194383, -0.035489835, 0.02210727, -0.03696356, 0.041833524, -0.03130238, 0.0223619, 0.04111972)"
185,Save,"(0.01698475, -0.040901758, -0.04002744, 0.04182828, -0.005928673, 0.048222575, -0.0045004487, 0.011446737, 0.004884936, 0.019850936, -0.013290249, 0.041102055, 0.04381751, -0.011206519, -0.045604814, -0.012280166, 0.036036823, 0.047459874, -0.035630655, -0.0067885406, 0.017975662, -0.026645064, 0.023638677, 0.031706247, -0.025103295, 0.02848443, 0.036923636, -0.041408278, -0.038336992, -0.011352479, -0.024277424, 0.012114752, -0.027862323, -0.002852358, -0.032748178, 0.01728547, -0.042142175, 0.0011186227, 0.006586302, 0.009846486, 0.035137508, 0.046133433, -0.003401719, -0.03410375, 0.009193979, 0.015020635, -0.0054359213, 0.005344093, 0.019526575, 0.045364533, 0.006540917, 0.018516157, -0.026639808, -0.015212607, 0.04759251, 0.035347607, 0.04963025, -0.030050267, -0.0033261292, -0.046920706, -0.023792792, 0.011586703, 0.0007988587, 0.025718976, 0.020028401, 0.020158637, 0.013096917, -0.03233104, 0.044299338, 0.040309336, 0.026100922, 0.039038148, 0.039753225, 0.014262889, -0.043031838, 0.032947574, -0.021395553, -0.035568547, 0.01969156, -0.016657542, -0.0064888373, -0.029824723, 0.041221682, 0.046150472, -0.0049149767, 0.045868192, -0.030728638, 0.019455913, 0.014787126, -0.0413211, 0.0122848265, -0.029375387, -0.032182027, -0.030892372, 0.011053037, 0.029311541, -0.022964383, -0.039356984, 0.009784974, -0.0023713484)"
186,Becky,"(-0.006347608, 0.03553622, -0.044678926, -0.023064828, -0.0027682893, -0.014889456, 0.011115767, -0.009637654, -0.021478033, -0.049609125, 0.02379397, -0.03323362, -0.018317938, -0.047884952, -0.0236537, -0.0115664005, 0.04209267, 0.030009042, -0.0043265335, -0.013891686, -0.005247712, -0.039391734, -0.015805412, 0.046306442, -0.0028488748, -0.027520943, 0.0033656247, 0.020726968, -0.03899447, 0.02571689, 0.009836495, -0.021753324, -0.039567817, 0.023523752, -0.031390682, -0.019341206, -0.008562148, 0.0039340258, 0.044685412, -0.0365162, 0.0016527772, -0.030507088, 0.010350656, 0.0072925314, 0.029589538, -0.014187645, 0.0351015, -0.04157182, 0.02928454, -0.00313586, 0.03052083, -0.0037217848, -0.03706486, 0.023391876, -0.024738168, -0.0019027106, -0.041663945, 0.00941192, 0.0011818781, -0.037859846, 0.02562273, 0.015137102, 0.02385899, -0.011425875, -0.0033023134, 0.014781963, -0.009591676, 0.03307453, 0.012628581, -0.03492148, -0.04501864, 0.014352169, -0.023668839, 0.03284165, 0.033411447, -0.0013757236, -0.005808629, -0.028732657, 0.038796637, -0.017521583, -0.049601328, -0.014928531, 0.03528512, -0.023354877, 0.013736401, 0.042156126, -0.0421546, -0.023874272, 0.04104266, -0.022789681, -0.01865796, 0.026806626, 0.028519738, -0.039373625, -0.04977634, 0.028661516, -0.028695738, -0.04547068, -0.04486234, -0.03964307)"
187,Appeal,"(-0.019122636, 0.014786724, -0.025365843, 0.0076530576, 0.02903713, 0.0087969415, -0.04939233, 0.015863422, 0.020984564, -0.04448682, -0.032320276, -0.032816365, -0.005560659, 0.029726658, 0.044098068, 0.049746122, -0.040168535, -0.028461194, 0.027194533, -0.049350787, 0.04738326, -0.033561327, -0.0068019144, 0.03861839, -0.014126144, 0.014234189, -0.00241803, 0.028972689, -0.03477504, 0.024437372, -0.036873557, 0.0016417503, 0.005111385, -0.021961605, 0.0033675544, 0.044737864, 0.03842063, -0.031930745, -0.004098188, 0.046603944, -0.03251486, 0.022227433, -0.0014171377, 0.002127327, -0.048631858, -0.047710706, 0.034155156, -0.017520942, 0.0016302839, 0.009961378, -0.037719477, 0.025179435, -0.015588619, 0.019677166, -0.0010636672, 0.025216494, 0.01565412, 0.03780384, 0.046653602, 0.039725486, -0.024756122, 0.03782958, 0.028998505, -0.008158278, 0.041078042, 0.036044423, 0.025581885, -0.0076343417, -0.035974942, 0.021631274, 0.0060949326, -0.030256797, 0.043071453, -0.0031960122, -0.03134276, -0.040958248, -0.01588726, -0.04847919, -0.019098258, 0.0032058246, -0.025265312, -0.017269205, -0.005963348, -0.041917644, 0.04406995, -0.037121784, 0.022284973, 0.03549931, 0.030905258, -0.017077614, 0.018324915, -0.013405453, -0.036475934, 0.023937855, 0.049289633, -0.0316324, -0.020815063, -0.000564266, 0.012250174, -0.045535494)"
188,12,"(-0.025339961, -0.04254018, 0.037634578, 0.013536323, -0.0071582086, 0.005301703, 0.043118093, -0.0039559975, 0.048160944, -0.020090604, 0.042345133, 0.04942702, 0.04638542, 0.0034264326, -0.042184375, -0.0044725537, -0.006881546, -0.012752019, -0.027331114, 0.007457245, -0.049711764, -0.00039671734, 0.049562726, 0.046127412, -0.047535527, -0.045197822, -0.017222334, -0.048565697, 0.002136778, -0.011678614, 0.02924594, -0.004889369, -0.010889482, -0.003452219, 0.021183815, -0.0214607, -0.03550476, -0.0050734654, -0.04045098, -0.013696063, -0.039907325, 0.011944782, -0.015424002, -0.013671301, -0.009254683, 0.033241224, -0.036174737, 0.003156282, -0.03630327, 0.0067929514, 0.028729785, 0.026917744, 0.038553547, 0.031806562, 0.02290703, 0.006352447, -0.035520017, -0.033684984, 0.023813907, -0.01976564, -0.04698491, -0.044304598, -0.021915102, 0.043112073, -0.0138709545, -0.009586383, -0.036401354, -0.011060618, -0.025115658, -0.02299869, -0.027350461, -0.0022723787, -0.009484708, -0.038082205, 0.010514628, 0.042132143, 0.00019911677, 0.0048304796, 0.028868917, -0.03198923, -0.038054038, 0.03954852, -0.031640746, 0.037409473, 0.01790576, -0.017159738, 0.031952348, 0.04894508, -0.01907797, 0.040084366, -0.00065262243, -0.0023544654, -0.034184456, 0.033933844, 0.024252284, 0.023052204, 0.04651514, -0.008292079, 0.026064467, -0.03275939)"
189,Mag,"(0.011738908, -0.030814314, -0.04631188, 0.041083667, -0.049610008, 0.022051405, -0.009804916, -0.010386657, 0.0158819, -0.01307001, -0.0037249103, -0.027252806, 0.01253828, -0.037528515, -0.0074009784, -0.04973352, -0.036797486, -0.025711238, 0.045862738, 0.026639152, -0.038593926, -0.014320932, 0.018626396, 0.025675822, 0.008858837, 0.02282549, -0.0337296, 0.0014459267, -0.033335567, -0.038736653, -0.009410143, 0.037492838, 0.0008190498, -0.029382765, -0.01891513, 0.024389412, -0.041813634, -0.023706555, 0.03951544, -0.01420071, -0.026701689, 0.02661724, -0.0009193048, -0.03599013, 0.048335735, 0.028754067, -0.019853557, -0.041386686, 0.0016209595, 0.014115635, 0.04561348, -0.038226485, 0.00898372, -0.046936344, -0.0159189, 0.005519688, -0.041357897, 0.0066069476, -0.021220792, 0.0026799925, 0.027193937, -0.038706053, -0.012013864, 0.019697372, 0.0487422, 0.022748258, -0.040111136, -0.014759708, -0.017238367, -0.04533664, -0.045487214, 0.005505074, -0.025888383, 0.046400312, -0.022161115, -0.025992095, -0.027724147, -0.0054667816, 0.010093939, -0.0076056123, -0.0367349, 0.03351562, -0.039628137, -0.032192364, -0.049697127, -0.025071466, 0.016782913, -0.017900039, -0.015595723, -0.003956329, 0.001588285, 0.04282215, 0.009354245, 0.0057574995, 0.020323638, 0.010057639, 0.013650272, -0.0035028234, 0.019099798, -0.0359362)"
