,Words,Vectors
301,hand,"(0.042699467, 0.0081680305, -0.026412034, 0.0347435, -0.022305941, -0.049341347, 0.045521904, 0.03765117, -0.00994749, 0.039812688, 0.0010685325, 0.023876991, 0.0068025365, -0.044728268, 0.033524465, 0.035026703, -0.020357966, 0.026302386, -0.045147505, -0.039091744, 0.011915825, 0.04068276, -0.023263229, -0.03918755, -0.032866, -0.031332217, -0.0058846846, 0.0033938065, -0.0100682005, -0.0037342422, 0.012497462, 0.04652038, 0.026741374, -0.032647945, -0.034312785, 0.025418866, 0.033794772, 0.042174067, 0.0432042, 0.045560252, -0.026622225, -0.022085274, -0.030726934, -0.009896051, -0.0065001026, 0.046986166, -0.041925527, -0.0076222047, -0.03397292, -0.028880764, 0.009727858, -0.031517554, -0.03933561, 0.02510513, -0.046430815, 0.041262258, 0.011564422, 0.020164061, 0.04881579, -0.004271567, 0.007028818, 0.030825082, -0.048056494, 0.037198458, 0.030882683, -0.04305644, -0.005087197, 0.016195606, 0.020395074, 0.033771027, -0.0024283156, -0.039834786, 0.043695044, 0.01794846, 0.018361513, 0.0176615, -0.03417808, -0.002043534, -0.029753303, -0.023471748, 0.017754022, -0.03626015, -0.0063430667, -0.004864335, 0.048935186, 0.049352657, -0.034506083, 0.01173396, -0.015871346, 0.017379116, 0.007820308, -0.043578256, -0.012009323, -0.025715698, 0.0061127655, 0.04544356, -0.046489563, -0.019751979, -0.042080842, -0.0020797625)"
302,uniform,"(-0.039087344, -0.02310058, 0.04031572, 0.03143272, 0.010359205, 0.008392323, 0.0295748, -0.01414131, -0.026946032, -0.007479381, -0.010227729, 0.030398551, -0.03330183, 0.026264343, 0.0026714206, -0.033668123, -0.019229937, 0.040847864, -0.029634846, 0.0073745027, -0.024155712, -0.0436497, 0.017725017, -0.021047676, 0.022954587, -0.009498049, 0.022816647, 0.00043701008, 0.02557436, 0.020272288, -0.028952504, -0.02947322, 0.028927948, -0.04926299, 0.045889746, -0.02326708, 0.026554476, 0.001787521, -0.030087626, -0.008485626, -0.016101122, -0.04386866, -0.035949744, -0.037302196, -0.018004835, -0.010218047, -0.022208704, 0.037570108, 0.013039913, 0.044640493, 0.006455101, 0.009189509, -0.045786094, 0.042094383, 0.028691422, 0.033759903, 0.019991245, -0.008656513, 0.0061594136, 0.03360263, 0.020080376, 0.021628525, 0.038985226, -0.013828706, 0.03739852, -0.02755524, -0.02468313, -0.008992769, -0.04976622, -0.03254652, -0.0009925961, -0.033163965, 0.010506354, 0.014696386, 0.004017137, 0.0019324049, 0.00261743, 0.03875527, -0.035199963, -0.013804924, -0.018478394, 0.030208517, 0.0068348646, 0.037019778, 0.022327397, -0.02526077, 0.028239202, 0.03406826, -0.002251707, 0.04231682, -0.004843749, -0.02812922, -0.047765255, -0.03758899, 0.049480785, -0.028820444, -0.040429853, -0.029836107, 0.037225675, 0.020493511)"
303,Report,"(-0.023724683, 0.027356852, -0.05226502, 0.030954627, -0.036915354, 0.030963272, 0.04792937, -0.03655821, -0.04506076, -0.015722381, -0.029873064, -0.03804282, 0.0548367, 0.040265154, -0.033615883, -0.011602125, -0.052179452, 0.028456347, 0.020446194, -0.0009832508, 0.015180574, -0.042787984, -0.026630852, 0.04172654, -0.02733159, -0.01628114, -0.049176514, -0.04006555, 0.0028238536, -0.027573531, 0.023478009, -0.017759314, -0.0039920164, 0.036128268, 0.028105246, 0.027019797, -0.04194271, -0.020454701, 0.043308154, -0.009672426, 0.0075200065, 0.02635119, 0.021999232, 0.032688495, -0.013516628, -0.048853237, -0.0069052824, 0.0075072297, -0.0055440073, -0.013585156, -0.019816943, 0.01993946, -0.0038288606, -0.02326442, -0.0044392617, 0.0059755063, -0.035796344, -0.02772454, 0.028327217, -0.003780163, 0.041139644, -0.018439298, 0.017615268, -0.0037591504, 0.0419334, 0.04768927, -0.010074407, 0.017067468, -0.012089739, 0.012724458, -0.036360197, 0.0063181147, -0.012479021, -0.0054412778, 0.03695909, 0.022125116, -0.026722264, -0.008820802, -0.009863791, 0.048161857, -0.0407456, -0.01748874, 0.035933174, -0.021574879, 0.011015309, -0.020763392, 0.013944862, 0.0022026298, 0.02897223, 0.009413685, -0.011225025, -0.03254546, 0.04166336, 0.02674687, -0.05180099, 0.019671233, 0.0015417512, -0.03671358, -0.00032171188, 0.03649511)"
304,QldFire,"(-0.022785379, 0.006162308, -0.014576782, 0.0069680586, 0.027046297, -0.009524621, -0.042972066, -0.008138023, -0.004957307, 0.028973732, -0.046778392, -0.025777077, 0.016260553, -0.009943485, 0.014863107, -0.043223944, -0.026802242, -0.041355442, 0.025011253, -0.018713713, 0.040129792, -0.0066703446, -0.0450778, -0.01595243, -0.011590801, 0.0116412155, -0.027297616, -0.0064354315, 0.012204349, -0.016074132, 0.022219088, -0.031487368, -0.022132827, 0.045451906, 0.041449394, -0.025509214, -0.02806753, 0.033459198, 0.031090502, -0.02790829, -0.049121834, 0.021552052, 0.0014896877, 0.030292574, 0.023072276, -0.04613353, 0.027385067, 0.03630886, 0.03160986, -0.04107815, 0.041444983, -0.031888627, 0.008903362, 0.034114514, -0.007989276, -0.03519237, -0.023545517, -0.009972967, -0.029718269, -0.02058487, -0.046443738, -0.0018776767, -0.021946931, -0.019070888, -0.008942388, 0.029894378, -0.04958428, -0.011883128, -0.012320183, 0.044962358, -0.027408337, 0.02760737, 0.03776631, 0.02588686, -0.013084818, 0.038465504, -0.018379904, -0.021576393, 0.037465762, -0.014501415, 0.04880059, -0.04864743, 0.027191784, -0.012162685, -0.007103324, 0.021882128, 0.018067848, -0.01171124, -0.0059267506, -0.015540026, -0.031437576, 0.04160123, 0.011845671, -0.019134307, -0.027379215, 0.015376423, 0.022115793, 0.04823417, 0.031178538, 0.04568689)"
305,yycflood,"(0.041036766, -0.01139023, -0.0050939256, 0.046813358, -0.0049593598, 0.026426656, -0.032883883, -0.04276862, 0.013617436, 0.030789249, -0.015190589, 0.04880423, -0.06032272, 0.02175757, 0.019975316, -0.012485434, 0.048254058, 0.01180595, -0.035566162, 0.049232192, 0.0054488387, 0.03503549, -0.0515974, -0.022175407, 0.01344583, 0.014155154, 0.008186789, -0.03963372, -0.0040849987, 0.04139818, -0.007028724, 0.047647055, -0.019734921, -0.03154209, -0.04151064, 0.0056376196, -0.010149459, -0.012963923, -0.021039827, 0.01579413, -0.016002594, 0.0012239057, -0.049578853, 0.015906772, -0.019480603, -0.0045901025, -0.033763036, 0.029127583, -0.05135971, -0.0115048345, -0.057066593, -0.019099647, 0.027122408, 0.05536363, -0.002096915, -0.011396792, 0.013360143, -0.033773027, 0.011949265, 0.027810855, -0.025345393, 0.001095218, -0.036725674, 0.011191957, 0.011941744, 0.021100527, -0.034384616, 0.027569221, 0.036794413, -0.055253267, 0.028236667, 0.04351153, -0.04768009, -0.012364296, 0.043140404, 0.034412246, 0.016670205, 0.043631542, -0.045776766, 0.0027723857, 0.005117703, 0.015492604, 0.044453062, 0.03902044, 0.030826453, 0.02271532, -0.0011355823, 0.024535317, -0.024811585, -0.023020297, -0.0078072078, -0.03585192, 0.015413661, -0.014864617, 0.040520366, 0.034578957, -0.014022803, 0.007893625, -0.036081985, 0.028883955)"
306,move,"(0.012657589, 0.00081646483, 0.03239925, 0.021030571, -0.04284156, 0.0325667, 0.020442259, 0.04154513, 0.030210793, 0.014064359, 0.028107706, 0.052811697, -0.037680045, -0.03893535, -0.050893236, 0.0124895, -7.44031e-05, 0.04335609, -0.037933838, 0.048696477, -0.023177724, 0.03262212, 0.042289317, -0.01718717, -0.051925227, 0.018440736, 0.04127261, 0.033919763, 0.017743194, -0.031618714, 0.04948915, 0.004324616, 0.00469419, 0.0029096922, -0.003098987, 0.013091774, -0.05698983, 0.01158013, -0.014430257, 0.003882728, -0.024535261, -0.050825857, 0.015310257, -0.033242237, 0.024834735, 0.012989545, 0.02165004, -0.00073200034, 0.002181004, 0.04011512, -0.052975982, -0.046940178, -0.018422758, 0.025944075, -0.00225273, -0.034131788, 0.021148913, 0.00640516, -0.015876621, 0.0048497673, 0.009639487, 0.009006231, -0.03780798, -0.0069846804, -0.046166178, 0.05190961, -0.001075835, 0.01929783, -0.03636716, 0.04762507, -0.046078824, 0.04718565, 0.021370165, -0.019080292, -0.0019570875, 0.04518955, -0.026617415, 0.0065691196, -0.0005033437, 0.014284746, 0.02300912, -0.00807367, -0.039053705, 0.041652266, 0.026081964, -0.01775089, 0.015089795, -0.026026875, 0.003646417, 0.011890153, 0.031851105, 0.016500985, 0.013895498, -0.040197376, 0.05194575, -0.017492656, -0.025420196, -0.033439264, 0.0008538094, -0.015732596)"
307,Photo,"(-0.04087776, -0.0037369244, 0.022908393, -0.0106065385, 0.04070742, 0.008706093, -0.0037234426, -0.020392645, -0.04555707, 0.021943938, -0.046199143, 0.04707894, 0.017232362, 0.009979092, 0.014351632, 0.046529222, 0.028021071, -0.0141296275, 0.03560439, -0.033234525, 0.0037883148, 0.04064128, -0.002152633, -0.0020539537, -0.01092156, 0.005040489, 0.033195738, 0.03145374, 0.020333115, 0.012701105, -0.035210848, -0.015813135, -0.045806684, -0.0338382, 0.0118077025, 0.021100018, -0.030126214, 0.04387523, 0.039576318, -0.024588574, -0.04608947, -0.040552665, -0.04016874, -0.028659284, -0.040357757, 0.031993333, 0.0062339306, -0.049296644, 0.00189545, 0.027099978, 0.024208512, 0.027093936, -0.00758072, -0.019441986, 0.008792959, 0.02455056, 0.0034931898, -0.026718665, -0.020532085, -0.022535551, -0.00847999, 0.039894585, -0.03187281, -0.03914217, -0.0014161244, -0.014124133, 0.011620652, -0.013792001, -1.7546117e-05, -0.028636897, -0.006931532, 0.042963397, -0.03300847, -0.017897509, -0.02841344, 0.026408803, 0.010718368, 0.0018508919, 0.011583127, 0.0041119345, 0.048864637, 0.03673351, -0.010317266, -0.0096237175, -0.029796744, 0.048298445, 0.012289584, -0.030800868, 0.034146298, -0.014962457, -0.027221287, 0.004938565, 0.022490446, 0.04675908, -0.014918696, -0.01963011, 0.046303775, 0.027916495, 0.049136166, 0.038596418)"
308,higher,"(0.022086335, 0.05312184, -0.0031184943, 0.0074035204, 0.020702904, -0.057088386, -0.00085643586, -0.017378125, 0.032359455, -0.04113883, -0.031457007, 0.021398824, 0.025596233, -0.031070858, 0.004057686, 0.016364686, -0.034011822, -0.00794765, -0.016696505, 0.0041323663, 0.04093748, -0.04660173, 0.0020170878, 0.017991805, 0.019336328, -0.042919382, -0.053949766, 0.013111072, 0.029455679, -0.017052693, -0.009683336, -0.025297947, 0.03840609, -0.043282587, -0.03053411, 0.024388028, 0.03150946, -0.026245777, 0.05584078, 0.03367424, -0.025016148, -0.010481389, -0.009525035, 0.04503842, -0.01829417, -0.05602057, -0.0039207474, 0.047515642, 0.035059694, 0.03663728, -0.0022552211, -0.002534582, 0.00039027998, -0.014324215, 0.023086805, -0.021064565, -0.032599904, 0.018345727, 0.049170844, 0.05753461, -0.008453891, -0.011129068, 0.0069133765, -0.0483871, 0.04016836, -0.057141706, 0.010782417, 0.020248756, 0.028135004, 0.018398408, 0.022970418, -0.04866581, -0.025823971, -0.011454349, 0.054443758, 0.023538401, 0.00078667153, -0.015868174, -0.016348114, -0.015775794, -0.019651176, 0.027655864, 0.025625356, 0.046928424, -0.0022670561, -0.0059586116, 0.043488484, 0.004253178, -0.00065916736, -0.039683614, 0.0017127219, -0.026411535, -0.0040544537, 0.014926678, -0.06132732, 0.05139621, 0.033011556, -0.06301391, 0.046024222, 0.008007955)"
309,Mike,"(0.039884914, -0.021623159, 0.00241841, -0.039128996, 0.037788723, 0.003049694, -0.010384571, -0.043787193, -0.047068942, -0.033102263, 0.014308307, -0.020412136, -0.00033038855, 0.026396882, 0.022073235, -0.025866902, 0.028202686, 0.03355998, -0.0232558, -0.008581959, 0.014363874, 0.014806319, 0.036195267, -0.0033308268, -0.04180349, -0.023998559, 0.042276252, 0.049547646, -0.049967766, -0.03846687, -0.021182025, 0.010416806, 0.047879208, 0.01876289, -0.04508077, -0.046040427, 0.025402594, 0.013651643, -0.014506172, 0.03525826, 0.029476833, -0.0419706, -0.012697447, -0.0030446164, 0.042009044, -0.012055658, -0.03332396, 0.038081672, 0.045569923, -0.048114803, 0.040761698, -0.028517425, 0.003164757, 0.0067295916, 0.023051467, 0.040731344, -0.030737376, -0.010873795, -0.03133829, -0.00095229223, 0.048676733, 0.008781828, 0.029211733, 0.04278804, -0.041238796, 0.026110027, 0.014868941, -0.0067598224, -0.0012805089, 0.040499154, -0.029875314, -0.017204821, -0.00418235, -0.031545687, -0.039679803, -0.031110942, -0.011866905, 0.03380258, 0.02045269, 0.019827213, 0.0494578, -0.03738196, 0.0295964, -0.008030392, -0.02161783, -0.026103962, 0.04947673, 0.013805818, 0.0009867065, -0.027872099, 0.005108487, 0.034289386, 0.01819669, -0.028836703, 0.016821299, 0.026598308, -0.025765205, -0.036876656, 0.0378613, 0.016568456)"
310,money,"(0.028740793, 0.04026255, 0.018265681, 0.030822404, 0.029337645, -0.024811799, -0.02730684, 0.05634695, -0.045436718, -0.03524216, -0.047575593, -0.03514589, -0.021131348, -0.019217722, 0.048812997, 0.04047525, -0.0108176125, -0.04084343, 0.012049672, -0.00012566455, 0.013975615, -0.032694884, -0.012158636, 0.039244257, 0.008489522, -0.0074530565, 0.036740072, 0.041117214, -0.023476336, 0.034115918, 0.011484883, -0.008275895, 0.049336866, -0.038278114, 0.046343554, -0.028581893, 0.02754771, 0.029444473, 0.008571394, 0.02392524, -0.02282289, -0.022366637, 0.037744712, 0.003392546, -0.057847273, -0.0041315993, 0.026981039, -0.0036957674, 0.016942587, -0.02060962, -0.01880392, 0.046244226, 0.04106401, -0.0094333505, 0.04988442, -0.050983906, -0.0056014583, -0.017318822, -0.00433997, -0.024884474, 0.02459285, -0.024289137, 0.05570989, -0.035488404, 0.017620718, -0.034498807, -0.004394771, 0.018088426, 0.021274623, -0.022438776, 0.02764373, -0.052428488, -0.009647748, 0.018583843, -0.031092163, -0.037013106, 0.03827503, 0.01095341, 0.0051327357, -0.03189234, -0.029314347, 0.032855522, -0.026999397, 0.05488722, -0.026786586, -0.03867927, 0.032150824, -0.046111993, 0.041217934, 0.04265856, -0.05492703, -0.02106439, -0.026414713, -0.051411845, 0.032126505, -0.010728623, -0.046205424, 0.031230055, 0.005228027, -0.010357547)"
311,Colorado,"(0.0077293185, -0.0020064125, -0.04905093, 0.036183972, 0.046101246, -0.00374626, 0.02837268, -0.00682122, 0.015671114, -0.055382952, -0.026939362, -0.04421321, -0.008956955, -0.006723525, 0.049008466, 0.0415871, -0.028794881, -0.042246114, -0.026690068, -0.014160196, -0.035114076, -0.011208772, -0.03765024, 0.037417725, 0.044339627, -0.0032052607, -0.054363474, -0.011835467, 0.045122143, -0.030024754, 0.0047976947, -0.043564066, -0.007886964, -0.017520836, -0.019027008, -0.025143638, 0.00025595885, 0.00048492086, 0.046513442, -0.016785631, 0.0029715863, 0.012791894, 0.0027013982, -0.028663162, -0.05169761, 0.017487828, 0.043457035, 0.003153234, -0.010149757, -0.0367843, -0.009491867, 0.01979854, 0.024468102, -0.05656922, 0.0019727785, -0.046698917, -0.055494517, -0.04198256, -0.040061288, -0.02140223, -0.023825973, 0.025718298, -0.025355434, 0.00041784978, 0.034141637, -0.039757848, 0.044619687, 0.0073630596, -0.02645592, 0.011177896, 0.043911193, 0.029284745, -0.011902392, -0.05256918, 0.022311239, 0.022616746, 0.039317522, -0.036883026, 0.038292892, -0.040993277, 0.023661012, 0.013705733, -0.021676008, 0.03714546, -0.014934857, -0.015168061, 0.0194594, -0.0053238505, 0.039892804, -0.042233102, -0.03590999, 0.020108517, -0.017755, -0.00024300104, 0.022054212, -0.01227231, -0.05388352, -0.05601389, 0.0047904444, -0.052250464)"
312,Petra,"(0.009457289, 0.03753342, -0.01176644, 0.05474944, 0.040713426, 0.015298917, -0.0043968987, -0.016991042, 0.05453106, 0.052735902, -0.013161672, 0.046704132, -0.0136785, 0.05502547, 0.010401833, -0.051335774, -0.041893937, -0.020702483, -0.018277626, -0.030652918, -0.038638216, 0.005460014, 0.041265633, -0.04181959, -0.04433947, -0.013068828, -0.036352184, -0.045736704, -0.01759044, -0.04308792, 0.010759978, -0.037033893, 0.023066996, -0.020491557, -0.026719058, -0.03409789, 0.041607212, -0.020793146, -0.010436688, 0.015608208, -0.032554016, 0.0197719, -0.049039494, 0.015720742, -0.02142501, -0.034988433, -0.009416687, -0.018867876, 0.03290984, -0.05691053, 0.040856123, -0.04764269, 0.021296065, -0.009672564, 0.023783332, 0.012162087, 0.009727564, 0.03733487, -0.005277257, -0.039279472, -0.010007093, -0.034239005, -0.014667405, -0.04049125, 0.03001821, -0.0013201972, 0.037153408, 0.0311145, 0.0034655465, -0.024887167, 0.00023374357, 0.044881944, -0.01383174, 0.0062334226, -0.017815938, 0.032231223, -0.012470345, 0.024781298, -0.016144725, 0.0071307835, 0.055228744, -0.031527553, -0.030224733, 0.026167622, 0.04105524, -0.011289559, -0.031809207, -0.01740123, -0.03979724, 0.013064507, 0.026269581, -0.024334976, 0.0067528924, -0.019207023, 0.00059413514, 0.039542478, 0.0027141983, -0.0095486045, -0.02698015, -0.022657013)"
313,pedestrians,"(0.005246817, 0.051619835, -0.018256439, 0.016964035, 0.014017136, 0.0049418174, -0.017112872, 0.05096293, -0.0026691435, -0.039500207, -0.011772344, -0.015962016, 0.012148624, -0.009862344, -0.0031410975, 0.03797837, -0.04371576, -0.0006538164, 0.00068828545, 0.033702366, -0.0123238815, 0.0067512756, -0.024881097, -0.025166698, 0.03055932, -0.04706826, -0.048349988, 0.04395155, 0.0248074, 0.014664428, 0.034735996, -0.049452957, 0.0111705, 0.014194169, 0.054362718, 0.06186918, -0.021876283, -0.020073446, 0.030339802, 0.045024198, 0.01957407, 0.021721438, 0.0008434156, 0.048532173, -0.010893865, -0.047273457, 0.05417274, 0.05759343, 0.052137345, 0.047805417, 0.052894566, -0.014760834, -0.0029218057, -0.041101813, 0.0018304662, -0.060905248, -0.0599724, -0.022575885, 0.010196592, 0.037313096, 0.03506693, -0.0014948988, 0.009923745, -0.058670882, 0.021216586, -0.016311908, 0.02905379, 0.05142358, 0.02649298, -0.032717254, -0.019841729, -0.033701163, -0.019834165, 0.034843706, 0.035544015, 0.025922596, -0.060879197, 0.044356294, -0.026131261, 0.029479178, -0.014949749, 0.021239627, 0.0018036136, 0.048133533, 0.019153256, 0.034727097, -0.0025157074, -0.005263017, 0.027412113, 0.01508299, -0.061476063, -0.04291744, -0.03586796, -0.009281414, -0.017670661, -0.02111062, 0.037594892, 0.03366482, 0.059462912, -0.008649705)"
314,AnaheimDucks,"(0.03524815, -0.034212984, -0.004674971, 0.004653752, 0.016024482, 0.03378625, 0.03374091, -0.015518583, -0.015642334, -0.003237117, 0.040023033, -0.0013222694, 0.007454075, -0.010547448, 0.04474045, -0.022611797, -0.042761352, -0.034671497, -0.00061160326, -0.00807073, 0.0060003027, 0.003759671, -0.0061537847, -0.020791698, 0.033025037, -0.0008464232, -0.011426352, -0.018321503, 0.01529802, -0.049030233, 0.0027010553, -0.014032662, -0.0435946, -0.022892833, -0.011440229, -0.02750132, 0.044301342, -0.025019063, 0.03776821, -0.022469057, 0.041871738, -0.038626514, -0.020209193, -0.0032467246, -0.0024188273, -0.026711702, -0.041029096, 0.026153374, 0.033473466, -0.023452818, 0.033024814, -0.0032184012, 0.013882387, -0.020142555, 0.020064149, 0.042618897, -0.031563304, 0.04330418, 0.015295137, -0.015195359, -0.0315169, -0.009129584, -0.039623223, -0.011561237, -0.00030714273, -0.043285143, 0.03850342, 0.020064522, 0.032414798, 0.020786751, -0.0030458085, 0.044077788, 0.04873574, -0.0063343532, 0.019597303, -0.010087501, 0.035534535, -0.03683263, -0.010412119, -0.041761804, -0.017103802, 0.02027179, 0.004260849, -0.020777214, -0.020043004, 0.03105307, -0.020514047, 0.036748353, 0.048486296, 0.00041816384, -0.015561126, 0.04735061, 0.031592216, -0.025144447, 0.021339428, 0.03413817, -0.012178469, -0.022816693, 0.0140871145, 0.011544537)"
315,may,"(0.01425904, 0.007551122, 0.0076256287, 0.05355347, 0.035373818, -0.03228847, 0.03317186, 0.0029078014, 0.0056667235, -0.02126532, 0.04187086, 0.008110065, 0.00014909035, -0.00046162197, -0.038009163, -0.029589577, 0.04182588, 0.013278619, -0.030486401, -0.03424854, -0.0044539818, -0.024137523, -0.010623963, -0.024906034, -0.016111013, 0.01057619, -0.026581256, -0.063642725, -0.053270392, -0.016756687, 0.058264557, -0.03803323, -0.060650486, -0.021196906, 0.027867036, -0.0020767825, 0.016333621, -0.06350743, -0.017658416, 0.017305903, -0.006794538, -0.018535586, -0.027709126, -0.026037714, 0.03996335, 0.03343186, -0.06200498, -0.014592243, -0.008852213, -0.051923998, 0.01919578, 0.026957966, -0.041958626, 0.04265038, -0.038171962, -0.020273434, 0.04158513, 0.03298404, 0.02151614, -0.025424847, -0.009164238, 9.33593e-05, 0.018102216, 0.008583508, -0.009227927, 0.030615417, -0.0151331555, -0.03682838, 0.0405857, 0.013215241, -0.052452, 0.051030643, -0.01601568, -0.015199705, 0.018652475, -0.002938744, -0.015357951, 0.02180639, 0.021302454, 0.003387657, -0.007326308, -0.049883865, 0.04029382, 0.0065813614, -0.014496575, 0.025131011, -0.015460564, -0.03747216, 0.00042570895, -0.015315917, 0.055667978, -0.044948895, -0.053089514, -0.00854643, 0.049900208, -0.059636034, 0.0022566328, -0.031415626, -0.039788228, 0.00410828)"
316,5.30pm,"(-0.040812362, 0.0059788935, 0.00042500347, -0.014615465, -0.043999244, -0.015630625, -0.025517667, 0.03865197, -0.010824431, -0.0124197975, 0.012696359, -0.015079666, -0.049580004, -0.027282476, -0.04880301, -0.019302929, 0.019184243, -0.041642927, 0.0033983104, 0.048366513, -0.009741139, -0.0045177937, -0.044681203, 0.043485407, 0.026123215, -0.029935205, 0.020889115, -0.0008909218, 0.046491016, 0.043270472, -0.011705864, -0.028422583, -0.014864933, 0.0071198717, -0.022292042, -0.039844774, 0.02504858, -0.0045211203, 0.001435481, 0.022702489, 0.04944719, -0.031255566, -0.0026353374, 0.016582552, 0.027560715, -0.001635611, 0.010895252, -0.04091891, 0.046853904, 0.0035734884, -0.029917061, 0.0019152164, 0.043231476, -0.0030768998, -0.02114197, -0.0022914186, -0.0079772845, -0.018903757, 0.012191046, -0.0043100826, -0.042361308, 0.0038189292, -0.026499439, 0.028249148, -0.04756515, -0.043319393, -0.026586367, 0.014358368, 0.014448527, -0.041873813, -0.025674308, -0.0076558962, 0.0034167878, 0.040760424, 0.04671159, 0.03090949, 0.027205084, -0.03700609, -0.028733492, -0.021392453, 0.028523255, -0.016635694, 0.00487262, -0.014147591, 0.0002022013, -0.028949058, 0.028502468, 0.00093785673, -0.02836119, -0.035585605, -0.012207888, 0.023347307, -0.036967266, -0.04394398, 0.018937651, -0.008416582, 0.040388215, 0.034603942, -0.002047442, -0.030557955)"
317,expect,"(0.04800966, 0.014074709, -0.044398237, 0.028500583, -0.033586465, -0.019817507, -0.029961813, -0.049188435, 0.023322534, 0.0031063668, -0.018271267, 0.04598243, -0.047199346, -0.0062393323, 0.01036365, -0.015368521, 0.032083, -0.014826369, -0.022013891, -0.023600852, -0.015097965, 0.011914242, 0.022593644, -0.042611968, -0.017230533, -0.026782453, 0.042035256, 0.03946269, 0.0089506395, -0.015195943, 0.00881784, 0.016499389, 0.015284445, 0.035024215, 0.0482536, -0.040167473, 0.0044049732, 0.049633685, -0.0050182566, 0.03744432, -0.012005866, -0.0481894, 0.014260653, -0.046591975, -0.049697973, 0.007067669, 0.032090727, -0.024203563, -0.03810997, -0.0030520074, 0.049147036, -0.025026906, -0.039267324, -0.0152133, 0.03328998, 0.010106899, -0.016572595, 0.012862001, 0.028115224, 0.03353245, 0.0042350665, -0.017019413, 0.04718845, -0.005179979, 0.03478353, -0.0040029995, 0.025648858, -0.028096616, -0.017065741, -0.03660234, 0.005433403, -0.039467357, -0.0038694255, -0.030800879, -0.010757841, 0.03931457, 0.020596255, -0.041575037, -0.029679537, 0.048837032, -0.022763789, 0.03153399, -0.036948882, 0.0058368556, -0.006834101, -0.04875001, -0.009290576, 0.0039086826, 0.028887, -0.015254725, -0.030163253, 0.03788208, -0.025988078, 0.032953236, -0.046250653, -0.04227401, -0.026410092, -0.028736044, 0.004035175, 0.016740743)"
318,Lockyer,"(0.05542214, 0.03798821, -0.04160062, 0.031842936, 0.030691862, -0.016505541, -0.035306465, 0.030147146, -0.042470947, -0.017574014, 0.051038165, 0.020614248, 0.029150212, -0.032307975, -0.052657016, -0.010354275, -0.020550078, 0.039583296, 0.00036074832, -0.018074809, 0.050807875, -0.013141884, -0.021594824, 0.004280737, 0.0025584328, 0.022935038, 0.012735538, -0.02029237, -0.039737213, -0.03091962, 0.013264736, -0.033507124, 0.015244058, -0.031065611, -0.040108904, -0.04799959, 0.030867921, -0.036718953, -0.026160276, -0.024733495, 0.02096157, 0.0042344164, -0.03447314, -0.026170734, 0.017705658, 0.045601297, -0.03341268, -0.029760608, -0.019038603, -0.008144147, -0.05310251, -0.02469342, -0.04274638, -0.019453997, 0.031873994, -0.037988193, 0.025290111, -0.04327897, -0.022849157, -0.049943943, -0.0007169457, 0.02100696, -0.0100956075, -0.009431096, 0.03718694, 0.023489233, 0.037145417, -0.055648904, 0.0046294895, 0.017891012, -0.04189142, -0.0072054183, -0.05691111, -0.040053405, 0.011352815, 0.010107113, 0.05155731, -0.01009344, -0.027787518, 0.022789985, -0.024258021, 0.013180959, 0.03530779, -0.039627694, -0.034014422, 0.016191319, 0.030655075, 0.044089206, 0.033566516, -0.024226975, -0.006459632, 0.02998179, 0.006304691, 0.04755619, 0.015734734, 0.014678536, 0.014308617, -0.038967863, -0.058097802, -0.0064689075)"
319,ReliefPH,"(-0.008471787, -0.00033949688, -0.031592287, -0.0072749965, -0.04496622, 0.028427113, -0.0072092786, 0.019695293, -0.048572112, -0.014270317, -0.028250396, 0.038799632, -0.03146918, -0.022419835, 0.016528044, 0.031955305, 0.03596398, -0.007150732, -0.021749532, -0.02244786, 0.023946617, -0.045589376, 0.02152386, -0.0372882, -0.031078422, -0.025918484, -0.007615626, 0.029600073, 0.036475744, -0.044678893, -0.0062725917, 0.048901472, 0.04435065, -0.027161194, -3.3594668e-05, -0.021290636, 0.041575376, -0.044936705, 0.039196145, 0.03780396, -0.0055151694, 0.022418093, -0.023255026, -0.047041785, 0.009278417, 0.039228525, -0.017509162, 0.020756196, -0.014375102, -0.014006566, -0.00897776, -0.041255604, -0.0007957928, 0.02858707, 0.03817345, 0.0405539, -0.015799344, -0.02953893, 0.030029166, 0.028345715, -0.03480958, 0.005811535, 0.014095392, 0.02958605, 0.027995948, 0.0015175715, 0.0039223656, 0.028315376, -0.018144738, 0.01892754, 0.003086377, 0.015713487, -0.009253301, 0.02419683, 0.0055676326, -0.014547765, -0.037875663, 0.025717389, 0.031750847, -0.0067126043, 0.029857721, -0.013003431, 0.015134122, -0.016690265, 0.02985381, -0.013844561, -0.04497684, 0.02051315, -0.008459818, 0.014718201, 0.008382153, -0.031893097, 0.02003454, -0.0348943, 0.041969668, -0.045609355, -0.035060048, 0.0105243325, 0.0015817285, 0.0053711645)"
