,Words,Vectors
194,49km,"(-0.0007838011, 0.031783808, -0.010671355, 0.012030672, 0.0013978966, -0.0021582954, 0.034021568, -0.025048722, 0.046674322, 0.005276419, 0.0064143054, -0.020580424, 0.047833893, -0.032552302, 0.014138114, 0.040215824, -0.01850139, -0.0173936, 0.009791695, -0.022121359, -0.048316088, -0.009904455, -0.024017204, 0.04736091, -0.019912207, -0.0038668886, 0.031554375, 0.007933699, -0.0013533831, -0.020744836, -0.041504074, 0.042750765, -0.025978386, -0.026884485, -0.009078346, -0.045877576, 0.0067305453, -0.006947793, 0.0163075, 0.0088256, -0.039774608, -0.038942017, -0.021080447, -0.03343586, -0.040073752, 0.00931742, -0.04736216, 0.01617631, -0.031687878, -0.029695904, -0.035810303, 0.01067102, -0.04560591, -0.024563504, -0.03527825, 0.024211373, 0.04198296, -0.04765128, 0.043253828, 0.012998287, -0.015445281, 0.025323812, 0.028350148, 0.011049449, -0.011787355, 0.025170472, 0.01332793, -0.029780138, 0.025162723, -0.016637873, 0.034990612, -0.00646621, -0.005944155, -0.038180362, -0.047889363, -0.048627984, -0.018490791, -0.011589337, 0.03959619, -0.022196054, 0.033943165, -0.04919181, -0.035773896, -0.03280704, 0.0067282096, -0.044874597, -0.03954526, -0.015425444, 0.03475039, 0.033577833, -0.049632873, -0.01248727, -0.035215247, 0.04045633, -0.042721655, 0.049957965, 0.029012296, -0.035844553, -0.018236589, 0.028183226)"
195,Alasfar,"(-0.026921261, -0.03165319, 0.013193298, -0.041291177, 0.011530232, -0.044049885, 0.012462735, 0.030579995, 0.0005382784, 0.038897287, -0.03205408, 0.025636028, 0.030785907, 0.029876243, -0.04913198, -0.047485616, -0.00693189, -0.023720706, -0.019944955, 0.017361674, 0.038003754, -0.045845058, -0.028913522, -0.03343381, 0.01856548, 0.029616464, 0.04285905, -0.04978751, -0.014506303, -0.024500405, -0.043144822, -0.04630958, -0.045240104, -0.03919655, 0.02207521, 0.029140059, -0.004254304, 0.030473802, -0.01544074, 0.0077194087, -0.0089748725, -0.008058645, 0.034652118, -0.045792963, -0.017323993, 0.044577066, -0.021971786, -0.0078136325, 0.037043694, 0.024927054, 0.034459997, -0.03476932, 0.002777528, 0.032413725, -0.04765488, -0.010440387, 0.037572395, 0.046474997, 0.007741023, 0.026960704, -0.010551799, -0.0012060776, -0.028332924, -0.04484111, -0.02637111, -0.03294865, 0.038851034, 0.040620532, 0.015828263, -0.019838512, 0.017522488, -0.04490316, 0.015391361, -0.030922174, 0.006971251, -0.03736428, 0.049707245, -0.03037914, 0.0042183995, 0.043845262, -0.018551767, 0.007083405, 0.044948015, -0.007925473, 0.045864705, -0.04058125, 0.016232196, -0.03900472, 0.020615343, -0.029854799, 0.0045415387, -0.047525622, -0.038911175, 0.032408644, -0.033756815, -0.048197556, 0.016168121, -0.017647803, -0.04156041, -0.009593941)"
196,alert,"(-0.032449473, 0.0035178438, 0.019431304, -0.0133082755, 0.01967467, -0.014023125, -0.03449273, 0.019185845, -0.044698633, 0.017542731, 0.04822195, 0.0018478632, 0.031613182, -0.043357935, -0.031142235, 0.04733442, 0.024368633, 0.015080575, 0.016968045, 0.019618977, 0.001246322, -0.0107118, 0.0015193447, 0.013541404, -0.042092778, -0.02796718, -0.019513821, -0.026116742, -0.031507567, 0.009574126, -0.04594921, -0.020636106, -0.021110846, 0.015839461, 0.04836646, 0.03958634, 0.0068539865, -0.036032714, -0.02950796, -0.031123614, 0.045480434, -0.044816043, -0.004606247, -0.026882375, -0.027139116, 0.0019660704, -0.049545266, 0.017395344, 0.015003849, -0.023011971, 0.014797438, -0.001740206, 0.042372014, -0.03362515, -0.04837593, -0.04738139, 0.016409937, -0.02204367, -0.01053419, -0.03713416, -0.021014715, -0.013748039, -0.003387045, 0.0103106275, 0.014201138, -0.004144691, -0.032901302, -0.0351596, -0.038104605, -0.018890632, 0.03495941, 0.046285633, 0.038358036, 0.038562957, 0.046533074, -0.03373562, 0.04483762, -0.03749614, 0.021515582, -0.0110036135, 0.032622565, 0.045964565, 0.021483485, 0.046862055, 0.04181942, -0.03096733, -0.04740689, -0.029742409, -0.019090379, -0.04962758, -0.0071046725, -0.046725012, -0.0076378696, -0.021893656, 0.023072552, 0.026573334, -0.028370654, -0.01482749, -0.027122034, -0.03524523)"
197,relief,"(0.025310945, -0.039670564, 0.033847954, 0.04464716, 0.014140952, -0.035230864, -0.029651213, 0.034657333, -0.04967761, 0.0046279654, -0.023999656, 0.04391784, 0.031299423, -0.0353358, -0.009223234, 0.031628933, -2.1528453e-05, -0.0035551675, 0.034668062, -0.044464864, -0.032006264, -0.00089858845, 0.02339815, 0.03344896, -0.010945916, -0.046003498, 0.04123446, 0.04923782, 0.03945959, 0.044606183, -0.036512434, 0.010932077, -0.022808684, -0.046431866, 0.00279342, 0.014688086, -0.019510841, 0.025752615, -0.009318817, -0.026935661, 0.008278836, 0.044290077, -0.034331515, 0.021286536, 0.033104014, 0.041214872, 0.01077031, -0.04965731, -0.037140705, 0.04203094, 0.036729228, 0.013349835, -0.04696193, 0.037010852, -0.020642435, -0.014529716, 0.022670235, -0.01831194, 0.04562321, -0.015911449, 0.023964975, -0.024750484, -0.0031800047, 0.03377333, -0.0006148815, -0.012738548, 0.030997101, -0.047992624, 0.010403968, 0.00440415, 0.040059235, -0.04820869, -0.0009590611, -0.013324894, 0.043834392, 0.03318348, -0.03654934, 0.033154253, 0.024479795, 0.036148693, -0.027652716, 0.04393002, -0.022905959, -0.01786995, -0.0118222125, 0.03781009, -0.049465835, -0.030367447, 0.029222202, -0.03399861, 0.03492966, -0.0011781827, 0.049446467, -0.0080990195, -0.013148509, 0.0061915405, 0.010202955, -0.014572881, -0.049898732, 0.043113124)"
198,calamities,"(0.02995789, 0.038319044, -0.021919739, -0.044573847, 0.004826239, 0.004322931, -0.021676864, 0.028947933, 0.042425692, -0.033280037, 0.044105448, -0.015429936, -0.04099591, -0.03432412, 0.008794462, 0.017718373, -0.024421474, -0.0033061574, 0.02436367, 0.005776118, -0.052795622, 0.012055747, -0.047615785, 0.037161943, 0.01772239, 0.04583527, -0.008609064, 0.043865114, -0.024609355, -0.006094759, 0.039535023, -0.014057141, 0.03127173, 0.035200585, -0.001437075, -0.043692645, 0.0062412997, -0.027951796, 0.026819086, -0.0017403171, 0.03442833, 0.00990416, 0.028619353, -0.03364462, 0.0018226969, 0.028909389, -0.01740717, -0.00033062388, -0.03915818, 0.031169645, -0.009431794, 0.013369819, -0.026591796, -0.016939538, 0.0296177, -0.021729305, 0.031959467, -0.023937868, 0.019014621, 0.015649535, 0.0211174, -0.0013872043, 0.030297864, -0.0040070773, -0.005881405, 0.03165423, 0.012232668, -9.290122e-05, 0.02771956, 0.019607559, 0.0035995336, 0.0052879294, -0.007086899, 0.050724298, -0.037327565, 0.012038309, 0.008328333, 0.039786577, 0.021415576, 0.008445452, 0.038454942, 0.03899817, 0.030782515, 0.027837332, 0.010288762, 0.028244294, 0.011900618, -0.00581715, -0.0366692, -0.026123412, -0.026060656, 0.016588107, -0.013556196, -0.011195272, 0.026268845, 5.100781e-06, -0.026312917, 0.025999725, -0.02063642, -0.033532698)"
199,12,"(-0.015370309, -0.019842029, 0.03885385, 0.045713212, 0.01802535, -0.01164154, -0.021025324, -0.019351495, 0.0005526431, -0.031810045, -0.010379564, -0.012804199, 0.049157668, 0.025982235, 0.023738954, 0.013831463, -0.015987612, 0.048743177, 0.027789962, 0.04287323, -0.041598834, 0.0131336935, 0.021228913, -0.041277993, 0.0045658723, 0.0091814995, -0.015762232, -0.0031615011, -0.009016216, -0.0056349635, -0.007978223, 0.047980916, -0.038391817, 0.007695757, 0.0006088391, -0.005113624, -0.02204652, 0.0042314045, 0.001875937, 0.0065568313, 0.013498995, 0.0001334548, 0.034410063, 0.031521115, -0.042561676, 0.042905632, -0.04192654, -0.016640224, 0.0027281754, 0.016964529, -0.028847564, -0.014632214, -0.049567174, 0.0029520616, 0.009952474, 0.044923548, -0.019158185, -0.026425088, 0.026230458, 0.015982997, -0.0254259, -0.008099355, 0.004071772, 0.029832963, 0.0040359497, -0.03602464, 0.037529815, 0.045459118, -0.014256764, -0.04162941, -0.032453537, 0.04791588, 6.9223344e-05, -0.0011125207, -0.035182297, -0.04170803, -0.021882927, -0.048009038, -0.035732318, 0.026588533, 0.01880486, 0.004712593, -0.027986085, 0.012759868, -0.04793315, 0.016060833, 0.027677748, -0.027991354, -0.034460448, -0.008338489, -0.012453996, 0.043407965, -0.01822256, 0.039907243, 0.014093924, -0.030538976, 0.0011394508, -0.04634998, -0.042109918, -0.04931686)"
200,Mag,"(-0.012237765, 0.03907672, 0.032991815, 0.04394002, 0.008366156, -0.024382686, -0.0060986876, 0.013217699, 0.0012180097, -0.043891083, -0.043758214, 0.025519025, 0.044746745, -0.0006277934, 0.034834947, 0.007584702, 0.009853698, -0.024083687, -0.04158213, -0.021857131, 0.010445703, -0.046470404, -0.02340858, 0.005783867, 0.010494329, 0.0058688894, -0.014589272, -0.0063779578, 0.039043095, -0.04365745, 0.01150633, -0.0035788417, -0.006389428, -0.04917233, 0.028523449, -0.047216665, -0.025427341, -0.04807502, 0.036242332, -0.012691833, 0.041262392, 0.015199427, 0.029478814, -0.044723846, 0.0380075, -0.031331144, -0.041211378, -0.016567718, 0.016808618, -0.03078773, 0.018193629, -0.04082638, -0.014438499, -0.018857395, -0.008245505, 0.025122438, 0.009864032, 0.01203382, 0.004900001, 0.025594305, 0.027476322, -0.046125006, -0.026086463, 0.017892089, -0.035506308, 0.021045636, 0.013197746, -0.023468912, 0.041965235, 0.009907462, 0.002799727, -0.004546486, 0.008342765, -0.03780663, -0.0020522475, -0.024414826, -0.008642685, 0.04647178, -0.031496957, -0.012201477, -0.014175095, 0.0031339638, -0.0052394383, -0.048636783, -0.030713214, 0.025452804, 0.028680112, -0.008481681, 0.045282308, 0.042733457, -0.017530024, -0.04972267, -0.025095655, -0.024711728, 0.039171543, 0.010577869, -0.021885503, -0.026367439, 0.027750324, 0.0377676)"
201,teacher,"(-0.05585294, -0.05674435, -0.028817197, -0.004185268, -0.046223335, -0.042801112, -0.027009655, -0.015514826, -0.02817422, -0.041997757, -0.056146592, -0.017191404, 0.0517636, -0.04037734, -0.01011428, -0.022629792, 0.009429199, -0.038632832, 0.043529265, -0.0446115, -0.03328502, -0.029741472, -0.04907057, 0.00778276, -0.05602395, 0.029183056, -0.02421283, -0.008305306, 0.019263817, -0.029698957, -0.019576868, 0.036194045, -0.007555982, 0.009221856, -0.037413362, -0.03423065, 0.007851905, -0.035411183, -0.02370693, -0.033500716, 0.021507882, 0.05021967, 0.03389772, 0.00096457155, 0.015248892, 0.051260706, -0.046684165, 0.017619036, 0.049234744, -0.0386852, 0.033358134, -0.025511457, 0.046649996, 0.0061633927, -0.01920939, -0.013812243, -0.00057590404, -0.038097367, -0.029529331, -0.039377898, 0.03507798, 0.017531695, -0.044792704, 0.04474607, 0.032233533, -0.053336933, -0.055252843, -0.007006561, 0.021049356, -0.035662938, 0.029640337, -0.022505121, 0.040152937, -0.004876337, 0.0054697567, -0.056534056, 0.0062892106, 0.037122034, -0.016021807, 0.024507033, -0.05233193, -0.014892706, 0.019346708, -0.026072089, 0.015831584, -0.035772942, 0.030999508, -0.003699667, -0.034318138, 0.014457653, -0.050257277, 0.035527863, 0.048773337, 0.031822927, 0.014594751, 0.02769657, 0.03225912, -0.021108681, -0.0118568875, -0.01463318)"
202,prensa_libre,"(-0.04238754, -0.0454194, -0.0022357136, -0.043770105, -0.044647917, -0.012914443, -0.021896917, -0.0072672865, -0.016825078, 0.04950636, 0.022524415, -0.04516289, 0.04725523, -0.029269641, 0.03650868, 0.029403161, -0.008367513, -0.049134567, 0.01627862, -0.049719065, 0.0021046773, -0.000894918, 0.0018550184, 0.04632891, 0.026422288, -0.0045605795, -0.028086655, 0.027905235, 0.033780992, 0.034465693, -0.039873034, 0.01600078, 0.027097154, -0.020919349, 0.025100553, 0.029519584, 0.0036690226, 0.026953323, -0.009033609, 0.025855687, 0.037929326, 0.014039518, -0.0067854086, -0.021093458, -0.015117872, -0.021039836, 0.029933186, -0.035500735, -0.012723847, -0.045218777, 0.0084571885, -0.0039850944, -0.007429285, 0.0017021629, -0.029829646, 0.025721697, -0.04566493, 0.038888622, -0.012322807, -0.034459226, -0.015995877, -0.0024788454, 0.014654374, 0.02590542, -0.026959965, -0.049316853, -0.030579854, -0.014548748, -0.0067375307, 0.03667786, -0.04577701, -0.009387631, 0.051867705, 0.033582184, -0.031374462, 0.004788475, 0.016202662, -0.05515736, 0.025214422, -0.047565173, 0.02020847, 0.035718247, -0.032549374, 0.0033239026, 0.030384587, -0.0036651269, 0.03585088, -0.01999057, -0.006354721, -0.0004973342, 0.015880287, 0.026119106, 0.024409411, -0.027943045, -0.049172956, 0.032123048, 0.03610483, -0.036578998, 0.029003942, -0.006726861)"
203,team,"(0.044977333, 0.038637508, 0.00033489615, 0.009513129, -0.03756846, 0.014850441, 0.028087202, 0.012859192, 0.036939014, 0.019774701, 0.047582377, -0.0035771243, -0.026954472, -0.007875692, -0.0431772, -0.03782176, -0.005770348, 0.03072894, 0.03250016, -0.02215438, 0.012143038, 0.0118766315, -0.044235732, 0.03457762, -0.024694884, 0.028677348, 0.04024228, -0.0019287243, -0.0021913648, -0.046797823, -0.0077848807, -0.023136366, -0.044071343, 0.017564092, 0.010033943, -0.0009989366, -0.02622124, 0.019783143, 0.00043722242, 0.016105559, 0.049267177, -0.004035473, -0.038708854, -0.03882104, 0.03456339, -0.0023738518, 0.023226742, 0.02251533, 8.8941306e-05, -0.049325027, -0.03108877, -0.041083883, -0.024415124, 0.042289402, 0.030770484, 0.00041921064, -0.01770388, -0.03193184, -0.032279983, 0.03768344, -0.03353194, 0.014331412, 0.03268614, 0.037984718, 0.032789912, 0.012888435, -0.020903587, 0.025410462, -0.047536563, 0.033635173, -0.03700166, -0.013019729, 0.02406491, -0.02256825, -0.042057026, -0.015697561, -0.04475633, -0.024147166, 0.030818392, -0.026081098, -0.019462658, 0.0056426525, 0.0054589882, -0.0061087497, 0.03520206, 0.025424663, -0.03136356, -0.011875927, -0.025030816, 0.04280675, -0.030716037, 0.025586452, -0.027645826, 0.02351601, -0.047481883, 0.010610737, 0.049813654, -0.035794355, 0.0005402677, -0.0068498477)"
204,PacificNPS,"(0.025791109, -0.038290616, -0.033637594, 0.007039848, -0.0002291334, -0.01032148, 0.010780906, -0.044307142, 0.046128713, -0.045719493, -0.006969607, 0.042501774, -0.017042644, -0.0034316555, -0.044099953, -0.022419883, -0.02858297, -0.016248176, 0.014041684, 0.022462305, 0.018433148, -0.05362541, 0.053137913, -0.043194406, 0.052321903, -0.03639328, 0.00078559783, 0.043644425, -0.043985173, -0.043804456, -0.032746777, -0.011065876, -0.04705949, 0.025265614, 0.0027131788, 0.022311745, -0.04328461, 0.013461793, -0.021733271, 0.050759222, 0.043897886, 0.03899291, 0.024483902, -0.012696402, -0.008177251, -0.006994872, 0.050565492, 0.039629485, 0.0004630021, 0.03298789, 0.029891552, 0.01222585, -0.01726625, -0.01860162, 0.0031932308, -0.0526857, -0.024699708, 0.03100872, 0.0012154322, -0.017912047, -0.052781533, 0.039819274, -0.0013488993, -0.019251464, 0.022910818, -0.02323911, -0.03248779, 0.002860869, -0.025376411, -0.04761601, 0.021773532, -0.03737682, 0.037909284, 0.04382461, 0.021449441, 0.01749612, 0.022154916, -0.0022724343, -0.012241268, -0.040304013, -0.036386672, 0.0023202593, 0.054820046, 0.033263, -0.0043597897, -0.0046767946, 0.03264106, 0.023503149, -0.027749235, -0.007822403, -0.04177629, 0.030212114, -0.0375448, 0.013042595, 0.029896948, 0.010252788, 0.002582114, 0.008005135, 0.024567304, -0.011338345)"
205,trueTibet,"(0.0061300024, -0.03858011, 0.018732179, 0.036462132, 0.0377128, -0.0075389855, 0.007000506, -0.036501538, 0.030857336, 0.0024199858, -0.036328554, -0.018539988, 0.013489071, 0.021816257, 0.008534588, 0.033511426, -0.03042568, 0.038527954, 0.045790408, 0.009987734, -0.03883431, 0.018065933, -0.02444446, -0.009321369, 0.0007263422, -0.010923661, -0.0027006753, -0.043415964, -0.0047268867, 0.043439332, 0.01489668, -0.04727825, 0.023999643, 0.037483823, 0.02365465, -0.038805403, 0.030013036, -0.041332293, 0.033352565, -0.04870186, 0.011998702, 0.016823504, -0.041162957, 0.003027808, -0.0016060956, -0.042057026, 0.011594199, 0.0018077604, -0.01995982, -0.046730388, 0.0021700487, -0.043558087, 0.038780276, -0.0031397343, -0.020641817, 0.027763043, 0.04983035, -0.02347449, -0.0056153163, -0.035063066, 0.03188585, 0.024753164, -0.028940786, 0.024867918, 0.016991366, 0.027842794, -0.034774445, -0.0035036802, 0.014435772, 0.023054745, -0.0038574114, -0.033969034, -0.049152136, 0.043873344, -0.049932815, -0.023941005, 0.036955547, -0.015131094, -0.029773867, -0.001755368, -0.045051873, 0.019338194, 0.02177019, 0.03449415, 0.00870087, -0.008973289, -0.04606309, 0.024658587, -0.013111033, 0.011487126, 0.03999773, 0.019994926, 0.008770764, -0.029115463, -0.029372597, 0.013328124, -0.0112993345, -0.005735684, 0.012835253, -0.024522042)"
206,n't,"(-0.04813301, -0.026915984, -0.012388087, -0.038200807, -0.018465932, -0.023803223, -0.004977923, 0.030414583, 0.011782467, 0.0067630997, -0.02121029, -0.020714078, -0.0037800283, -0.019208103, 0.008928116, 0.031967867, 0.008667906, 0.010823956, 0.04030549, -0.0492927, -0.025206609, 0.053495396, 0.025967177, 0.04459152, -0.004380173, -0.024719171, -0.024037113, 0.029217353, -0.03175632, -0.030168151, 0.010257262, 0.033465423, -0.015994558, 0.0048857983, 0.005566774, 0.0067287427, 0.05480385, 0.027938873, 0.0041315537, -0.048494764, -0.007550124, -0.0099786185, -0.011371471, -0.047725096, 0.04609619, -0.020506283, 0.03336421, 0.03363928, 0.02913186, -0.056979757, -0.0048277257, 0.005391235, 0.029750071, -0.029417854, -0.025570529, 0.004987735, 0.005184394, 0.05585373, -0.05151596, -0.0526891, -0.01913867, 0.04937946, -0.04477172, 0.001962804, 0.01753179, -0.0357148, 0.028167827, -0.027939932, 0.033747125, 0.0073353807, 0.024446607, 0.029495519, 0.044919133, -0.017206417, -0.030208122, 0.032936104, 0.016836418, -0.021847647, 0.03358252, 0.015295183, -0.006513803, 0.03603476, -0.036128007, -0.03445117, 0.020167349, -0.058349367, 0.015258965, -0.037919108, 0.003939167, 0.0061724167, -0.019708466, -0.040657107, 0.021219565, 0.034108415, -0.048203636, 0.044008672, 0.034327254, -0.014374539, 0.033995885, -0.027198413)"
207,Khaleej,"(0.0023904243, 0.027269758, 0.052243315, 0.03242829, -0.03090239, 0.020682184, 0.0015701108, -0.00939082, -0.04110189, -0.027075341, 0.0042978167, -0.044472676, -0.0101951705, 0.034773357, -0.028054614, -0.01234657, -0.027019076, -0.0389032, -0.025244791, 0.040433962, 0.030681629, 0.038439013, -0.037992306, 0.008600212, 0.009215977, 0.056430552, -0.049261395, 0.021602748, 0.00031493919, -0.0092200795, -0.0027534557, -0.029289085, 0.036922064, -0.0062441574, 0.010304348, 0.03816708, 0.013136074, 0.0036884125, 0.027339615, 0.04810664, 0.022555042, -0.050243966, -0.0031917188, 0.04994187, -0.023910567, -0.041870058, -0.006604427, -0.052762434, 0.030405374, 0.009625665, -0.017321859, -0.028027494, -0.037116434, -0.04927823, 0.04046776, 0.021180585, 0.013130255, 0.0021453828, -0.037868038, 0.03346025, 0.028153235, -0.031136572, -0.00887089, 0.049471725, -0.021805428, 0.056222305, 0.028788013, -0.022596179, 0.00031037926, -0.030088024, 0.054648973, 0.026584966, -0.026370546, 0.04902896, -0.0041917763, 0.05279952, -0.028206501, -0.016375685, -0.01036571, 0.028525872, 0.014786142, 0.0449161, -0.026795255, 0.036127776, -0.025819162, -0.004142689, -0.005099179, -0.0008018731, 0.049160846, 0.038186535, 0.028569993, -0.02622039, 0.003987744, 0.039496146, 0.0017547611, 0.027522735, 0.018261367, 0.02508305, -0.038194187, 0.009649433)"
208,U.S,"(-0.04531867, -0.0057542105, -0.027400132, 0.028247751, 0.020160934, 0.03339979, -0.0490967, 0.003966261, 0.027262945, 0.014712911, 0.028061727, 0.0007557808, -0.0033935343, 0.033324383, -0.0021604996, -0.043984465, 0.036937654, -0.03716717, 0.034249105, -0.051023487, -0.039831452, 0.03765853, 0.009279664, 0.03356593, 0.0026949027, 0.028966129, 0.04674921, -0.042522725, 0.020991877, -0.016046504, -0.04011498, 0.010382401, -0.02923284, -0.041897703, 0.025438953, -0.0019146133, -0.030700814, -0.013905082, 0.006821333, 0.007543851, 0.0029564959, 0.0071013183, -0.022199925, -0.044792183, 0.005413541, -0.015616319, -0.01753764, -0.00046855857, -0.036406115, -0.05298499, -0.044120625, -0.033870608, 0.024035066, -0.010486213, -0.03333415, 0.050515033, -0.011279896, 0.05307195, -0.003148479, -0.045925073, -0.013797056, 0.057978004, 0.031460397, 0.04447343, -0.017158031, -0.021008862, -0.03942201, -0.024061581, -0.0065676062, -0.011877809, -0.02735506, 0.03159413, 0.030061712, -0.027390253, 0.012093902, -0.058274936, -0.026755974, -0.05916892, -0.02163913, -0.041345354, -0.057601497, -0.05964832, -0.058156032, 0.03360387, 0.026847946, 0.01094428, 0.015158249, -0.026426492, -0.020285565, 0.00056527136, -0.030843366, 0.016135009, -0.002723005, 0.055704135, -0.05954311, -0.009115849, 0.031175276, 0.052868318, 0.00084910577, -0.007175261)"
209,Avalanche,"(0.04116464, 0.01722658, -0.023096954, 0.007966183, 0.0066843405, 0.009270094, 0.0055716746, -0.018313993, 0.0025994182, -0.041553877, 0.014255334, -0.018032253, -0.0005687699, -0.037590362, -0.0408486, 0.02173007, -0.038915157, 0.035541896, -0.033676624, 0.034064423, -0.0013774149, -0.04990847, -0.014265131, -0.012446176, -0.04199364, 0.028729025, 0.006640196, 0.0033174157, -0.043252718, 0.039872203, 0.009517442, -0.0063918605, -0.005612958, 0.0042613037, -0.036604155, 0.037837114, 0.008400369, 0.0024224147, -0.02157774, -0.048104167, -0.03689463, -0.0078010075, -0.04096209, 0.012558844, -0.04798628, -0.0034073591, -0.019320011, -0.039743267, -0.036985196, 0.0012603514, 0.039255705, -0.013960112, -0.048654627, 0.020413551, -0.013678122, 0.0108946785, -0.039526105, -0.026435912, 0.03917147, 0.03646649, 0.040253866, -0.049863994, 0.0093656555, -0.015383709, -0.006315898, 0.03698064, 0.04288855, -0.016766299, -0.01601391, 0.0029666796, -0.024910057, 0.021901939, 0.048165705, 0.023954, -0.046355236, -0.016281415, 0.021706294, -0.031105388, -0.010127317, 0.030900348, 0.018157389, 0.04794148, -0.03455062, -0.028410519, -0.0037517063, -0.021650886, -0.011653125, 0.010093726, -0.044050384, -0.02556603, 0.037995134, 0.026213478, -0.009222768, -0.008772217, -0.017937265, 0.017182615, -0.004565537, 0.039594997, 0.042742524, 0.037888158)"
210,EVACUATION,"(-0.008061702, 0.043591682, -0.019895613, -0.008276707, -0.0005550461, -0.009066845, 0.023904512, -0.014039022, -0.042747434, -0.043173958, 0.012935839, -0.048536718, 0.03374584, 0.0258011, -0.0025809428, -0.05579577, -0.011275536, 0.030724173, 0.016943738, -0.021287464, -0.049410857, 0.039699152, -0.046192124, 0.05217766, -0.03324444, -0.021589717, -0.025123738, -0.032012064, 0.05002272, 0.0024817975, 0.031409424, 0.02983004, 0.023532111, 0.009992604, 0.014975085, -0.0422356, -0.02012264, 0.007165083, -0.029826736, 0.0003333768, 0.02762708, -0.025637304, -0.023380818, 0.001267335, 0.057251114, 0.007221672, -0.04959147, -0.039248876, -0.042370245, 0.012275327, -0.022328936, 0.021364035, 0.017668, 0.045921557, 0.028432315, 0.011780498, 0.024676625, 0.0232251, -0.012318581, -0.015604592, 0.011123481, 0.048055787, -0.039405566, 0.042757466, -0.04324679, 0.003731157, 0.026115168, -0.027809681, 0.020695714, 0.034275353, -0.00015708731, -0.015104891, 0.036177803, 0.039047815, 0.016305454, -0.02999751, -0.034276932, -0.040987983, 0.0075150984, 0.03310208, 0.036826782, 0.010279159, 0.008046189, -0.013987784, 0.037321746, 0.022536475, -0.03238649, -0.05196641, -0.051298987, 0.011015224, -0.024745088, 0.002940569, 0.020894978, 0.030884381, 0.021858579, -0.017471548, 0.03265186, 0.011332294, -0.029671894, -0.02147838)"
211,Champerico,"(-0.029505933, -0.016606487, 0.024399344, 0.01930635, 0.009465635, 0.036322046, 0.0029027238, -0.036367487, 0.042686667, -0.03939537, -0.005068518, 0.013710465, 0.03993312, -0.034134366, 0.03716873, 0.0012131333, 0.0074558742, 0.011804782, -0.03255091, 0.0075534694, 0.036278214, 0.010520387, 0.018492047, -0.013391234, -0.020410229, 0.049046982, -0.030097092, -0.03409014, 0.0052065738, -0.015680231, -0.023425197, -0.016155709, 0.008343626, -0.02383095, -0.039785396, -0.037989773, 0.012292732, -0.024290442, -0.03530358, 0.006726671, -0.039773118, -0.011140667, 0.029255498, 0.02594668, -0.047309197, -0.015475474, -0.015823841, -0.008955192, -0.044242095, 0.005129896, -0.0048860796, 0.029865231, 0.014100205, -0.036632895, 0.048404302, 0.0038681738, -0.04922526, 0.0010662898, 0.036940936, 0.009129476, -0.028966725, 0.042676758, -0.025540685, 0.01295514, 0.006019283, 0.018345956, -0.00277251, -0.004610289, 0.0026285052, 0.038169872, -0.02786994, 0.0021393523, -0.019530797, -0.009815909, -0.015535273, 0.007838678, -0.03475057, 0.007548429, -0.047312986, -0.020682538, 0.003521718, 0.014371682, -0.0023718365, 0.025255326, -0.045306336, -0.0377666, 0.022609029, 0.019074235, -0.0023635626, -0.037698507, 0.014810156, 0.0060499795, -0.012388408, 0.013373528, 0.0012756214, -0.01536591, -0.04386809, 0.03976739, 0.010379173, 0.014922466)"
212,21m,"(0.04750767, 0.049291793, 0.048175264, 0.01593684, -0.008069575, -0.019009292, 0.025877547, 0.021338407, -0.047292758, 0.00064696, -0.012368012, -0.025756205, 0.011608351, -0.028354991, -0.03458848, 0.027869586, 0.032562044, -0.004286658, -0.029063582, 0.048197117, 0.021914076, -0.030387783, -0.009627558, -0.03971549, 0.015512381, 0.040896427, -0.037990905, -0.024135446, -0.001677312, 0.011393141, 0.033127155, 0.04050822, -0.016622473, 0.0027969964, 0.04634774, 0.01974329, 0.019436505, -0.049783766, 0.008057989, 0.044487488, 0.017336976, 0.023301337, -0.045026552, 0.043209348, 0.04176836, 0.019278873, 0.0011933818, -0.046445347, 0.04779068, 0.045886327, 0.011361491, -0.048593353, -0.047985412, -0.0076997504, -0.040727008, 0.014039647, -0.003308773, -0.002424039, 0.035944868, -0.0020758621, -0.035312712, -0.025064338, 0.047381487, 0.005631268, -0.024066841, -0.04194541, 0.047219288, 0.01989292, 0.024027754, 0.024850633, 0.0352712, 0.0032706633, -0.02275995, 0.013654757, -0.019688606, -0.047427084, 0.04575758, -0.044733204, 0.049744572, 0.049047474, -0.03217548, -0.01713128, 0.045208443, 0.022622202, 0.03894904, 0.049034763, 0.007050991, -0.01893784, -0.022266388, 0.032509003, -0.041895032, 0.03622408, 0.033910897, 0.03367028, -0.047312666, 0.034221712, -0.045773912, -0.027365876, 0.002124764, 0.015987922)"
